City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Tiksi,71.69,128.87,68.38,50,17,12.91,RU,1595562846
Moose Factory,51.26,-80.61,68,72,20,8.05,CA,1595562846
Bilma,18.69,12.92,82.31,18,0,5.01,NE,1595562846
Khovd,48.01,91.64,72.66,36,83,3.29,MN,1595562736
Dalirig,8.38,124.9,84.99,79,82,7,PH,1595562846
Sitka,57.05,-135.33,57.2,82,75,6.93,US,1595562846
Casambalangan,18.38,122.13,86.95,71,43,3.09,PH,1595562846
Okitipupa,6.5,4.78,73.98,94,100,2.66,NG,1595562846
Kathu,7.92,98.33,88,70,40,3.36,TH,1595562847
Tarko-Sale,64.92,77.78,61,55,0,16.31,RU,1595562847
Kruisfontein,-34,24.73,62.92,27,0,11.1,ZA,1595562847
Ixtapa,20.7,-105.2,77,88,90,5.82,MX,1595562758
Gobabis,-22.45,18.97,39.2,55,0,1.12,NA,1595562847
Khanbari,27.37,87.2,76.68,73,91,1.92,NP,1595562615
Kot Diji,27.34,68.71,89.6,62,0,6.93,PK,1595562847
Faya,18.39,42.45,68,93,59,6.93,SA,1595562847
Mitsamiouli,-11.38,43.28,75.16,68,15,15.41,KM,1595562847
Janaúba,-15.8,-43.31,63.59,76,0,8.14,BR,1595562847
Mūlki,13.1,74.8,78.8,88,40,8.05,IN,1595562848
Alappuzha,9.49,76.33,80.65,83,100,7.96,IN,1595562848
Lorengau,-2.02,147.27,84.72,77,72,9.75,PG,1595562848
Murmashi,68.82,32.81,59,82,48,2.24,RU,1595562848
Lac du Bonnet,50.25,-96.06,72,99,26,5.01,CA,1595562670
Carlsbad,33.16,-117.35,66.99,82,75,4.7,US,1595562657
Linares,-35.85,-71.6,40.91,85,48,1.45,CL,1595562848
Ahipara,-35.17,173.17,57.61,67,41,10.04,NZ,1595562848
Chernyshevskiy,63.01,112.47,71.47,53,1,8.97,RU,1595562848
Chaoyang,41.57,120.46,99.84,20,0,12.97,CN,1595562848
Lakes Entrance,-37.88,147.98,54,65,59,1.01,AU,1595562849
Jiuquan,39.74,98.52,74.73,42,100,5.46,CN,1595562849
Vincennes,48.85,2.43,66,55,96,3.36,FR,1595562849
Salinópolis,-0.61,-47.36,78.44,83,47,10.4,BR,1595562849
College,64.86,-147.8,64.4,52,75,5.82,US,1595562724
Nanjing,32.06,118.78,75.2,100,90,6.71,CN,1595562849
Umluj,25.02,37.27,87.21,53,10,5.14,SA,1595562849
Gimli,50.63,-96.99,72,99,72,5.01,CA,1595562849
Canberra,-35.28,149.13,55.99,50,0,6.93,AU,1595562554
Oyama,36.3,139.8,84,73,75,4.7,JP,1595562849
Bubaque,11.28,-15.83,79.21,86,100,15.61,GW,1595562850
Jumla,29.27,82.18,73.15,49,42,4.18,NP,1595562763
Tarare,45.9,4.43,69.8,88,90,3.36,FR,1595562850
Viedma,-40.81,-63,42.01,93,100,5.99,AR,1595562850
Kjøllefjord,70.95,27.35,51.8,100,90,3.36,NO,1595562850
Arlit,18.74,7.39,90.21,38,38,11.23,NE,1595562850
Madingou,-4.15,13.55,68.36,75,5,2.66,CG,1595562850
Progreso,21.28,-89.67,80.01,94,75,5.79,MX,1595562850
Thinadhoo,0.53,72.93,83.03,69,80,6.33,MV,1595562850
Ust'-Ishim,57.69,71.17,67.24,49,4,4.05,RU,1595562850
Kotapārh,19.15,82.35,78.46,74,95,7.07,IN,1595562851
Arrondissement de Dreux,48.67,1.25,59,72,90,3.36,FR,1595562851
Petropavlovsk-Kamchatskiy,53.05,158.65,66.2,63,40,15.66,RU,1595562851
Mossamedes,-15.2,12.15,66.16,65,0,5.19,AO,1595562851
Borisoglebskiy,57.26,39.15,53.6,87,18,4.47,RU,1595562851
Wakkanai,45.41,141.67,59,100,75,17.22,JP,1595562851
Port Keats,-14.25,129.55,84.69,32,1,5.01,AU,1595562851
Puerto Madryn,-42.77,-65.04,37.04,76,93,11.41,AR,1595562778
Yangi Marg`ilon,40.43,71.72,82.4,32,76,6.93,UZ,1595562851
Campos dos Goytacazes,-21.75,-41.3,64.94,90,0,3.42,BR,1595562851
Atyrau,47.12,51.88,75.2,41,35,4.47,KZ,1595562852
Puerto Quijarro,-17.78,-57.77,72.27,44,0,2.84,BO,1595562852
Makkah al Mukarramah,21.43,39.83,82.72,64,55,1.52,SA,1595562711
Casa Nova,-9.42,-41.13,69.8,68,55,6.93,BR,1595562852
Kelheim,48.92,11.87,57.99,93,95,2.24,DE,1595562852
Makakilo City,21.35,-158.09,87.8,45,40,9.17,US,1595562852
Cairns,-16.92,145.77,79,57,40,16.11,AU,1595562618
Rawson,-43.3,-65.1,36.72,76,81,8.88,AR,1595562852
San Felipe,10.34,-68.74,72.09,92,63,0.65,VE,1595562852
Bairnsdale,-37.83,147.62,54,65,83,1.01,AU,1595562852
Warkworth,-36.4,174.67,55.99,84,17,1.99,NZ,1595562853
Isangel,-19.55,169.27,84.2,70,40,13.87,VU,1595562853
Merrill,45.18,-89.68,62.6,100,1,3.4,US,1595562821
Harper,4.38,-7.72,74.3,89,95,7.63,LR,1595562853
Cabugao,17.79,120.46,87.8,74,20,4.7,PH,1595562853
Nalgonda,17.05,79.27,81.46,68,99,0.98,IN,1595562853
São João da Barra,-21.64,-41.05,70.3,80,0,10.65,BR,1595562712
Pangnirtung,66.15,-65.71,49.6,78,76,2.21,CA,1595562853
At-Bashi,41.17,75.81,71.44,29,0,1.5,KG,1595562853
Distrikt Brokopondo,4.75,-55.17,77.59,83,96,7.61,SR,1595562853
Flin Flon,54.77,-101.86,70.18,89,82,8.1,CA,1595562853
Hibbing,47.43,-92.94,62.6,87,1,6.93,US,1595562854
Nishihara,26.18,127.76,89.6,66,75,9.17,JP,1595562854
Williamsport,41.24,-77,73.4,88,75,1.77,US,1595562709
Ulaanbaatar,47.91,106.88,73.4,49,20,4.47,MN,1595562773
Marsh Harbour,26.54,-77.06,82.6,78,0,16.87,BS,1595562854
Bandraboua,-12.7,45.12,75.2,64,90,20.8,YT,1595562854
Pitimbu,-7.47,-34.81,74.68,82,22,13.94,BR,1595562854
Tavricheskoye,54.59,73.64,60.8,59,75,11.18,RU,1595562854
Władysławowo,54.79,18.4,55,81,64,4.7,PL,1595562854
Merauke,-8.47,140.33,81.12,73,24,15.75,ID,1595562854
Tautira,-17.73,-149.15,78.01,73,75,6.93,PF,1595562855
Mumford,5.26,-0.76,73.38,93,85,8.55,GH,1595562855
Mazagão,-0.12,-51.29,78.8,100,20,4.7,BR,1595562855
Văgiuleşti,44.72,23.08,64.27,82,38,3.69,RO,1595562855
Lompoc,34.64,-120.46,60.8,77,20,9.17,US,1595562661
Makat,47.65,53.35,83.53,33,0,6.04,KZ,1595562855
Ponta Delgada,37.73,-25.67,60.8,82,20,4.7,PT,1595562855
‘Ewa Beach,21.32,-158.01,87.8,45,40,9.17,US,1595562855
Brusturi,47.28,26.38,59,100,10,3.71,RO,1595562855
Salamiyah,35.01,37.05,74.01,71,0,9.04,SY,1595562855
Megalopolis,37.4,22.14,77,88,0,3.56,GR,1595562856
Aného,6.23,1.6,75.2,94,40,11.41,TG,1595562856
Natal,-5.79,-35.21,73.4,88,61,8.05,BR,1595562701
Rādhanpur,23.83,71.6,90.01,62,51,10.13,IN,1595562856
Millinocket,45.66,-68.71,69.8,94,90,4.18,US,1595562716
Luchegorsk,46.48,134.26,73,77,95,6.2,RU,1595562856
Rock Sound,24.9,-76.2,83.17,77,75,18.41,BS,1595562856
Mossendjo,-2.95,12.73,62.49,91,56,1.72,CG,1595562856
Hambantota,6.12,81.12,78.8,88,40,12.75,LK,1595562771
Departamento de Maldonado,-34.67,-54.92,53.6,100,90,6.93,UY,1595562856
Araripina,-7.58,-40.5,65.03,70,88,11.23,BR,1595562857
Moses Lake,47.13,-119.28,87.8,22,1,10.29,US,1595562857
Cidreira,-30.18,-50.21,65.01,81,94,7.74,BR,1595562857
Manavgat,36.79,31.44,82.4,30,0,11.41,TR,1595562857
Balkanabat,39.51,54.37,87.37,41,93,8.16,TM,1595562857
Ottawa,45.41,-75.7,66.99,88,5,8.05,CA,1595562790
Fort Frances,48.6,-93.4,64.99,72,1,5.82,CA,1595562857
Labuan,5.28,115.24,84.2,83,40,5.82,MY,1595562857
Galveston,29.37,-94.97,87.8,66,75,13.87,US,1595562857
Gizo Government Station,-8.1,156.84,83.89,78,71,12.41,SB,1595562858
Wuchi,29.38,103.02,68.58,96,100,3.09,CN,1595562858
Ancud,-41.87,-73.82,41,93,90,5.82,CL,1595562726
Camacupa,-12.02,17.48,43.52,61,0,4.5,AO,1595562858
Walvis Bay,-22.96,14.51,69.8,15,0,17.22,NA,1595562858
São José da Coroa Grande,-8.9,-35.15,73.62,81,29,9.62,BR,1595562858
Port Hueneme,34.15,-119.2,64.4,82,1,13.87,US,1595562632
Caibarién,22.52,-79.47,73.4,94,75,4.7,CU,1595562858
Al Bardīyah,31.76,25.09,71.19,81,0,5.75,LY,1595562744
Oudtshoorn,-33.59,22.2,68,20,0,6.93,ZA,1595562859
Madīnat Sittah Uktūbar,29.82,31.05,75.2,88,40,4.7,EG,1595562859
Jinka,5.65,36.65,61.56,87,81,1.34,ET,1595562859
Oberá,-27.49,-55.12,67.01,67,21,5.19,AR,1595562740
Mūvattupula,9.97,76.58,78.8,88,90,6.93,IN,1595562859
Upata,8.01,-62.4,79,86,100,4,VE,1595562859
San Miguel,13.48,-88.18,74.16,91,73,1.79,SV,1595562859
Mandera,3.94,41.87,74.93,60,100,19.73,KE,1595562859
Anadyr,64.75,177.48,66.2,59,83,2.24,RU,1595562859
Lubāna,56.9,26.72,48.65,90,3,7.7,LV,1595562859
Catalina,32.51,-110.92,75.99,80,91,3.85,US,1595562860
Verín,41.94,-7.44,59,61,20,4.47,ES,1595562860
Nemuro,43.32,145.57,66.2,88,75,4.7,JP,1595562860
Ucluelet,48.93,-125.55,59,87,100,1.01,CA,1595562637
Srīsailain,16.08,78.87,79.43,71,100,4.94,IN,1595562860
Hays,30.05,-98.03,86,58,20,1.01,US,1595562860
East London,-33.02,27.91,55.4,37,0,8.05,ZA,1595562860
Chilca,-12.52,-76.74,59,87,40,8.05,PE,1595562861
Bereda,43.27,-7.54,59,100,64,1.99,ES,1595562861
Neyshabur,36.21,58.8,80.83,30,0,3.51,IR,1595562861
Husavik,66.04,-17.34,44.6,81,90,8.05,IS,1595562861
Kota,25.18,75.83,86.05,64,68,5.5,IN,1595562861
Culpeper,38.5,-77.97,75.2,94,1,4.85,US,1595562861
Batemans Bay,-35.72,150.18,60.01,42,0,1.99,AU,1595562861
Horsham,51.06,-0.33,61,87,20,4.7,GB,1595562861
Port Augusta,-32.5,137.77,64.4,36,0,18.34,AU,1595562862
Okhotsk,59.38,143.3,64.11,68,100,11.88,RU,1595562862
Boa Vista,2.82,-60.67,78.8,88,75,3.36,BR,1595562862
Alyangula,-13.85,136.42,84.2,45,40,13.87,AU,1595562770
Te Kauwhata,-37.4,175.15,55.99,70,43,8.01,NZ,1595562728
Alofi,-19.06,-169.92,75.2,94,75,13.87,NU,1595562862
Saint Anthony,45.02,-93.22,75.2,60,1,6.93,US,1595562733
Storforshei,66.4,14.52,50,94,97,2.08,NO,1595562862
Khorixas,-20.37,14.97,54.61,37,0,12.8,NA,1595562862
Biysk,52.54,85.21,69.39,70,80,6.15,RU,1595562862
Rokupr,8.67,-12.39,72.9,97,100,4.36,SL,1595562862
San Quintín,30.48,-115.95,64.98,82,0,10.98,MX,1595562863
Bertoua,4.58,13.68,65.41,98,97,2.82,CM,1595562863
Guerrero Negro,27.98,-114.06,64.99,86,0,14.61,MX,1595562759
Yar-Sale,66.83,70.83,59.59,59,13,12.64,RU,1595562863
Korla,41.76,86.15,78.69,34,0,4.34,CN,1595562863
Kimbe,-5.55,150.14,86.49,73,61,5.39,PG,1595562863
Ozinki,51.18,49.68,65.89,64,0,11.18,RU,1595562863
Omsukchan,62.53,155.8,78.15,28,1,3.71,RU,1595562863
Florence,43.77,11.25,73.4,83,40,3.36,IT,1595562848
Hōjō,33.98,132.78,82,83,75,4.7,JP,1595562864
Bend,44.06,-121.32,72,37,1,11.41,US,1595562440
Dod Ballāpur,13.29,77.54,75.2,100,75,8.05,IN,1595562864
Pisco,-13.7,-76.22,61,82,1,3.36,PE,1595562864
Dvinskoy Bereznik,62.86,42.71,60.33,97,100,5.95,RU,1595562864
Meulaboh,4.14,96.13,84.15,67,76,0.45,ID,1595562864
Camaná,-16.62,-72.71,60.24,79,90,10.49,PE,1595562864
Boundiali,9.52,-6.49,69.93,97,100,4.88,CI,1595562864
Olden,61.84,6.81,43,96,1,2.57,NO,1595562864
Olafsvik,64.89,-23.71,44.78,77,19,19.08,IS,1595562864
Slave Lake,55.28,-114.77,60.8,77,40,6.93,CA,1595562600
São João dos Patos,-6.5,-43.7,69.87,63,26,3.6,BR,1595562865
Priiskovyy,51.93,116.63,84.34,49,15,6.51,RU,1595562865
Meïganga,6.52,14.3,64.06,96,100,2.77,CM,1595562865
Angoche,-16.23,39.91,69.35,80,14,10.2,MZ,1595562865
Abhayāpuri,26.33,90.67,79.38,90,100,5.23,IN,1595562865
Mount Gambier,-37.83,140.77,55.4,62,100,12.75,AU,1595562865
Gijang,35.24,129.21,77,73,75,9.17,KR,1595562865
Pangai,-19.8,-174.35,78.8,74,75,13.87,TO,1595562865
Amboasary,-25.03,46.38,64.4,82,75,16.11,MG,1595562865
Jurm,36.86,70.83,79.74,19,0,4.34,AF,1595562865
Aklavik,68.22,-135.01,62.6,42,20,12.75,CA,1595562866
Cabatuan,10.88,122.49,87.37,67,100,1.68,PH,1595562866
