City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Sinnamary,5.38,-52.95,78.06,86,98,8.52,GF,1595464001
Manzanillo,20.34,-77.12,81.43,79,83,3.56,CU,1595464002
San Quintín,30.48,-115.95,69.73,71,12,16.84,MX,1595464002
Deloraine,-41.53,146.67,46,77,41,1.01,AU,1595464002
La Plata,-34.92,-57.95,57.99,95,100,1.99,AR,1595463816
Jiaojiang,28.68,121.44,82.99,60,93,7.07,CN,1595464002
Port Macquarie,-31.43,152.92,64,73,91,4.12,AU,1595464002
Lorengau,-2.02,147.27,84.79,73,14,9.15,PG,1595464002
Karligan,14.97,122.05,85.15,74,40,6.62,PH,1595464002
Gorontalo,0.54,123.06,78.73,85,85,5.44,ID,1595463975
Alekseyevka,50.63,38.69,54.14,81,0,7.83,RU,1595464002
Chenzhou,25.8,113.03,83.55,68,2,6.02,CN,1595464003
Midland,32,-102.08,84.2,65,75,11.41,US,1595464003
Wukari,7.85,9.78,73.4,92,98,6.38,NG,1595464003
College,64.86,-147.8,64.4,59,75,2.46,US,1595463847
Juneau,58.3,-134.42,60.8,77,90,5.82,US,1595463759
Korla,41.76,86.15,73.99,91,83,1.01,CN,1595464003
Bosaso,11.28,49.18,88.59,43,50,19.91,SO,1595464003
Arman',59.7,150.17,62.8,58,25,6.04,RU,1595464003
Colac,-38.33,143.58,46.99,99,98,2.8,AU,1595464003
Monrovia,6.3,-10.8,75.2,94,75,10.36,LR,1595464004
Shahrud,36.42,54.98,72.03,53,0,8.5,IR,1595464004
Bitkine,11.98,18.21,76.14,81,100,7.45,TD,1595464004
Ebersbach,51.02,14.58,55.99,81,76,1.01,DE,1595464004
Belaya Gora,68.53,146.42,88.2,31,20,4.68,RU,1595464004
Guerrero Negro,27.98,-114.06,73.99,63,3,17.02,MX,1595464004
Cherskiy,68.75,161.3,80.46,24,94,12.62,RU,1595464004
Wanaka,-44.7,169.15,38.35,73,76,6.06,NZ,1595464004
San Cristobal,7.77,-72.22,84.2,62,40,9.17,VE,1595463867
Barra de Tecoanapa,16.52,-98.75,84.29,68,71,4.68,MX,1595464004
Bairiki Village,1.33,172.98,87.8,70,40,11.41,KI,1595464004
Pangkalanbuun,-2.68,111.62,76.06,95,97,2.68,ID,1595463717
Deputatsky,69.3,139.9,71.38,48,89,5.12,RU,1595463820
Baykit,61.67,96.37,58.91,73,99,1.88,RU,1595464005
Nānākuli,21.39,-158.15,82.4,69,90,6.93,US,1595464005
Agirish,61.92,63.02,58.42,85,0,4.97,RU,1595464005
Norman Wells,65.28,-126.83,53.6,81,75,19.46,CA,1595464005
Tarauacá,-8.16,-70.77,77.81,71,90,0.83,BR,1595464005
Klamath Falls,42.22,-121.78,82.4,32,1,13.87,US,1595464005
Sistranda,63.73,8.83,51.8,81,40,12.75,NO,1595464005
Mount Gambier,-37.83,140.77,46.4,93,90,6.93,AU,1595463778
Ust'-Ordynskiy,52.8,104.75,62.6,100,90,8.95,RU,1595464007
San Carlos del Zulia,9,-71.91,80.56,79,88,4.9,VE,1595464007
Mossamedes,-15.2,12.15,65.55,64,0,2.98,AO,1595463843
Guymon,36.68,-101.48,89.6,40,1,11.41,US,1595463898
Labuhan,-6.88,112.21,76.41,84,45,9.37,ID,1595464007
Beidao,34.57,105.89,69.01,79,100,3.78,CN,1595464007
Berlevåg,70.86,29.09,49.96,92,94,12.64,NO,1595464007
Bubaque,11.28,-15.83,80.85,82,99,11.32,GW,1595463785
Acapulco de Juárez,16.86,-99.89,86,70,75,4.7,MX,1595463905
Somotillo,13.04,-86.91,73.4,94,20,6.93,NI,1595464007
Talaya,61.38,152.75,70.59,41,60,6.55,RU,1595464008
Avera,33.19,-82.53,87.8,50,40,5.82,US,1595464008
Kasane,-17.82,25.15,49.77,65,0,4.85,BW,1595464008
Piojó,10.75,-75.11,84.2,78,75,2.24,CO,1595464008
Tornio,65.85,24.15,60.8,100,75,8.05,FI,1595464008
Garmsār,35.22,52.34,82.17,25,36,5.93,IR,1595464008
Naryan-Mar,67.67,53.09,61.29,70,1,9.91,RU,1595464008
Departamento de Maldonado,-34.67,-54.92,61,93,90,4.7,UY,1595464008
Fes,34.04,-5,73.4,56,0,6.93,MA,1595463740
Kattivākkam,13.22,80.32,82.4,78,40,8.05,IN,1595464008
Akdepe,42.06,59.38,82.4,42,82,4.7,TM,1595464009
Kamenka,51.32,42.77,63,83,0,1.99,RU,1595464009
Barcelos,41.54,-8.62,73,93,0,0.85,PT,1595464009
Ürümqi,43.8,87.6,73.4,53,75,6.71,CN,1595464009
Karwar,14.8,74.13,78.42,86,100,1.61,IN,1595464009
Nanortalik,60.14,-45.24,52.09,65,100,10,GL,1595464009
Giyani,-23.3,30.72,51.58,69,0,3.18,ZA,1595464009
Namatanai,-3.67,152.43,84.87,68,61,9.78,PG,1595464009
Flin Flon,54.77,-101.86,75.2,64,75,3.36,CA,1595464009
Lata,40.16,-8.33,71.01,95,0,1.66,PT,1595464010
Vytegra,61.01,36.45,54.05,94,66,7.09,RU,1595464010
Hofn,64.25,-15.21,49.66,82,97,10,IS,1595464010
Denpasar,-8.65,115.22,77.34,83,98,11.63,ID,1595464010
Kenai,60.55,-151.26,60.01,82,90,4.7,US,1595464010
Ust-Nera,64.57,143.2,79.3,29,98,4.76,RU,1595464010
Sühbaatar,50.23,106.21,69.42,80,95,6.73,MN,1595464010
Pacific Grove,36.62,-121.92,70,60,20,17.22,US,1595464010
Rāyadrug,14.7,76.87,75.97,84,100,9.8,IN,1595464011
Black River,18.03,-77.85,86,74,20,10.29,JM,1595464011
Oktyabr'skiy,54.48,53.47,57.65,96,100,3.96,RU,1595464011
Porto-Novo,6.5,2.6,75.2,94,20,6.93,BJ,1595464011
Taoudenni,22.68,-3.98,102.4,20,57,19.46,ML,1595464011
Shakhtinsk,49.71,72.59,50,93,75,6.71,KZ,1595464011
Talnakh,69.49,88.4,48.2,87,1,26.84,RU,1595464011
Iquitos,-3.75,-73.25,78.8,88,40,2.24,PE,1595464012
Guane,22.2,-84.09,80.08,81,100,5.97,CU,1595464012
Nokaneng,-19.67,22.27,51.71,44,0,7.11,BW,1595464012
Talcahuano,-36.72,-73.12,50,87,40,5.82,CL,1595464012
Dewsbury,53.69,-1.63,59,87,75,10.29,GB,1595464012
Sainte-Rose,16.33,-61.7,80.6,69,40,3.36,GP,1595464012
Noumea,-22.28,166.46,72,60,75,4.7,NC,1595464012
Kendari,-3.94,122.5,77.29,87,23,2.77,ID,1595464012
Sajanan,37.06,9.24,78.8,44,0,5.82,TN,1595464012
Alofi,-19.06,-169.92,75.2,88,75,13.87,NU,1595464012
Ahipara,-35.17,173.17,59.92,65,56,14.5,NZ,1595463826
Saint-Gabriel,46.3,-73.38,75,6,81,3.49,CA,1595464013
Codrington,-38.27,141.97,48.36,81,100,3.96,AU,1595464013
San Patricio,19.22,-104.7,86,74,75,17.22,MX,1595463821
Santa Cruz del Sur,20.71,-78,83.25,75,68,7.29,CU,1595464013
Kysyl-Syr,63.9,122.76,68.4,62,0,8.63,RU,1595464013
Zeya,53.75,127.27,69.03,61,100,7,RU,1595464013
Yanam,16.73,82.22,78.51,87,100,4.74,IN,1595464013
Reconquista,-29.15,-59.65,60.24,83,100,9.01,AR,1595463851
Marabu,4.41,114.01,78.8,94,40,2.24,MY,1595463760
Nouadhibou,20.93,-17.03,71.6,88,48,13.87,MR,1595464014
Zolotukhino,52.08,36.38,50.81,92,0,8.14,RU,1595464014
Lahuachaca,-17.37,-67.67,45.55,58,0,10.13,BO,1595464014
Kincardine,56.07,-3.72,57.99,93,75,4.7,GB,1595464014
Phan Thiet,10.93,108.1,79.74,79,69,3.22,VN,1595464014
Marawi,8,124.29,78.01,85,86,7,PH,1595464014
Ilulissat,69.22,-51.1,51.8,66,64,1.12,GL,1595464014
Liepāja,56.54,21.04,60.8,77,37,10.29,LV,1595464015
Escárcega,18.61,-90.75,82.27,81,77,3.53,MX,1595464015
Santa Marta,11.24,-74.2,84,81,21,12.68,CO,1595463893
Zyryanka,65.75,150.85,81.43,34,47,14.76,RU,1595464015
Esmeralda,21.85,-78.12,77,88,95,6.93,CU,1595464015
Kokopo,-4.35,152.26,84.78,68,0,8.05,PG,1595464015
Anori,-3.77,-61.64,78.94,72,92,1.48,BR,1595464015
Ketchikan,55.34,-131.65,64.4,68,75,9.17,US,1595464015
Jumla,29.27,82.18,58.66,70,92,1.88,NP,1595464015
Redondo,38.65,-7.55,79,50,0,7.65,PT,1595464016
Sur,22.57,59.53,84.45,71,41,17.76,OM,1595463814
La Rioja,42.25,-2.5,71.6,78,14,8.05,ES,1595464016
Palana,59.12,159.97,54.75,63,78,4.29,RU,1595464016
Olinda,-8.01,-34.86,78.8,69,40,11.41,BR,1595464016
Guilin,25.28,110.29,82.4,78,20,4.47,CN,1595464016
Mareeba,-17,145.43,71.01,82,6,5.99,AU,1595464016
Venado Tuerto,-33.75,-61.97,54,84,73,8.01,AR,1595463887
Urengoy,65.97,78.37,50.36,74,38,16.44,RU,1595464016
Zhalantun,48,122.72,82.62,45,18,3.83,CN,1595464016
Sechura,-5.56,-80.82,65.55,74,32,16.44,PE,1595464017
Saint-Pierre,-21.34,55.48,66.2,55,90,6.93,RE,1595464017
Tessalit,20.2,1.01,94.5,24,49,0.69,ML,1595464017
Takoradze,4.88,-1.76,74.52,92,66,7.76,GH,1595464017
Gaoua,10.3,-3.25,74.68,90,95,3.36,BF,1595464017
Hobyo,5.35,48.53,76.33,77,15,26.13,SO,1595464017
Thaba-Tseka,-29.52,28.61,32.74,71,0,0.78,LS,1595464017
Saint George,37.1,-113.58,100.4,12,1,24.16,US,1595463883
Vestmannaeyjar,63.44,-20.27,51.96,83,59,5.79,IS,1595464017
Vao,-22.67,167.48,67.57,74,97,18.52,NC,1595464017
Brigantine,39.41,-74.36,82,88,90,12.75,US,1595464017
Sabla,12.75,4.71,83.86,60,50,8.88,NG,1595464018
Omsukchan,62.53,155.8,68.97,30,52,6.24,RU,1595464018
Ayan,56.45,138.17,53.06,88,100,10.4,RU,1595464018
Oistins,13.07,-59.53,82.4,65,40,18.34,BB,1595464018
Vilyuysk,63.76,121.62,67.15,67,0,7.31,RU,1595464018
Corvallis,44.56,-123.26,84.99,45,1,12.75,US,1595464018
Maputo,-25.97,32.59,62.01,84,19,1.99,MZ,1595464018
Waingapu,-9.66,120.26,77.22,70,57,14.7,ID,1595464018
Sicamous,50.83,-118.99,86,43,4,3.36,CA,1595464018
Krasyliv,49.65,26.97,52.38,91,0,3.47,UA,1595464019
Yangi Marg`ilon,40.43,71.72,77,36,6,6.93,UZ,1595464019
Sabang,5.89,95.32,81.12,76,100,11.1,ID,1595464019
Sovetskiy,61.36,63.58,60.89,76,34,4.85,RU,1595464019
Labuan,5.28,115.24,80.6,94,20,3.36,MY,1595464019
Yatou,37.15,122.38,70.18,94,100,27.47,CN,1595464019
Praia da Vitória,38.73,-27.07,68,77,21,3.22,PT,1595464019
Wyszków,52.59,21.46,55.99,50,26,5.06,PL,1595464019
Parit Buntar,5.13,100.49,78.8,88,20,2.24,MY,1595464019
Chachapoyas,-6.23,-77.87,54.73,87,22,1.72,PE,1595464019
Luganville,-15.53,167.17,78.8,69,75,9.17,VU,1595464020
Beloha,-25.17,45.05,59.31,82,14,7.09,MG,1595464020
Kozhva,65.11,57.05,60.82,72,0,7,RU,1595464020
Farafangana,-22.82,47.83,63.88,67,62,5.17,MG,1595464020
Villanueva de Córdoba,38.32,-4.63,82.4,58,0,6.93,ES,1595464020
Padang,-0.95,100.35,76.84,84,96,6.24,ID,1595464020
Mozarlândia,-14.74,-50.57,74.62,34,0,4.21,BR,1595464020
Sibolga,1.74,98.78,75.81,88,100,3.27,ID,1595464020
Taywarah,33.35,64.42,48.87,51,0,3.31,AF,1595464020
Dārāb,28.75,54.54,73.17,48,0,1.9,IR,1595464020
Tingi,-11.3,35.03,53.69,75,25,2.82,TZ,1595464020
Laas,46.62,10.7,55.4,87,75,4.7,IT,1595463877
Toora-Khem,52.47,96.11,55.51,71,0,1.01,RU,1595464021
Semey,50.41,80.23,59,82,13,2.24,KZ,1595464021
Sayyan,15.17,44.32,64.67,56,62,3.85,YE,1595464021
Anadyr,64.75,177.48,57.2,62,22,11.18,RU,1595464021
Tucumcari,35.17,-103.72,91.4,26,1,6.93,US,1595464021
Lompoc,34.64,-120.46,68,68,2,13.87,US,1595463754
Chara,56.91,118.26,64.62,51,47,2.1,RU,1595464021
Linhares,-19.39,-40.07,65.84,81,0,3,BR,1595464021
Mbandaka,0.05,18.26,72.48,75,98,2.66,CD,1595464021
Hailey,43.52,-114.32,73.4,53,90,5.82,US,1595464022
San Andrés,12.58,-81.7,84.2,79,90,8.05,CO,1595464022
Verkhnetulomskiy,68.61,31.8,53.6,100,40,4.47,RU,1595464022
